(0	0	-0.016529)
(1	1	-0.016529)
(2	2	-0.016529)
(3	3	-0.016529)
(4	4	-0.016529)
(5	5	-0.016529)
(6	6	-0.016529)
(7	7	-0.016529)
(8	8	-0.016529)
(9	9	-0.016529)
(9	19	0.008264)
(11	0	0.008264)
(11	10	-0.016529)
(13	1	0.008264)
(13	11	-0.016529)
(15	2	0.008264)
(15	12	-0.016529)
(17	3	0.008264)
(17	13	-0.016529)
(19	4	0.008264)
(19	14	-0.016529)
(21	5	0.008264)
(21	15	-0.016529)
(23	6	0.008264)
(23	16	-0.016529)
(25	7	0.008264)
(25	17	-0.016529)
(27	8	0.008264)
(27	18	-0.016529)
(29	9	0.008264)
(29	19	-0.016529)
(31	10	0.008264)
