10,5888,0.00097263,0.000107003,4.1388,0.00267488,0.0141129
11,7808,0.00102828,0.000115059,5.50176,0.00293685,0.0152668
12,10112,0.00122956,0.000119014,6.75459,0.00338088,0.0167421
13,12896,0.00150254,0.00014385,8.93125,0.003531,0.0183284
14,16128,0.00186655,0.000154505,10.8252,0.00392281,0.0195119
15,19840,0.00216695,0.000180567,13.1993,0.00424031,0.0210371
16,24064,0.002504,0.000202864,16.0596,0.00450929,0.0222239
17,28896,0.00299063,0.000236328,19.2419,0.00480088,0.0237805
18,34368,0.00356854,0.000270693,22.9506,0.00506744,0.0254314
19,40384,0.00403753,0.000306323,27.5671,0.00523343,0.0267561
20,46912,0.00384761,0.000299376,32.2667,0.00547061,0.0276817
21,54528,0.0044457,0.000335393,39.106,0.00550563,0.0269459
22,62688,0.00516379,0.000374743,46.9668,0.00552122,0.0275665
23,71712,0.00571939,0.000416175,55.3655,0.00560049,0.0321946
24,81792,0.00634185,0.000468174,62.6681,0.00588536,0.0352183
25,92128,0.00721111,0.00052146,76.1704,0.00568417,0.0288799
26,103712,0.00640473,0.000456491,85.2859,0.00594287,0.0291589
27,116160,0.00694681,0.0005073,95.3415,0.00618303,0.0322474
28,129728,0.00746903,0.000549311,99.6552,0.00684961,0.0407586
29,144000,0.00842065,0.000611416,104.845,0.00748594,0.0422871
30,159392,0.0073777,0.000537629,132.082,0.00680437,0.0404968
31,175840,0.00799231,0.000630748,137.156,0.00746993,0.042436
32,192512,0.00854634,0.000770125,155.338,0.00745904,0.0439844
33,212384,0.00950887,0.000976835,167.748,0.00785144,0.045955
34,232416,0.00992781,0.000916403,190.412,0.00779803,0.0456526
35,253472,0.0106527,0.00109246,190.096,0.00876952,0.0498445
36,275648,0.0113317,0.00117053,200.067,0.00932122,0.051504
37,303392,0.0124239,0.00127838,218.39,0.00964016,0.0534715
38,324736,0.0135957,0.00134757,223.561,0.0103705,0.0551342
39,351104,0.0144884,0.00144559,240.324,0.0107048,0.0568786
40,378240,0.0154516,0.00154825,257.645,0.0110351,0.0590123
41,408128,0.0167904,0.00173723,226.852,0.0138574,0.0627282
42,438912,0.0181994,0.00185195,197.61,0.017524,0.0684084
43,471040,0.019385,0.00197154,169.933,0.0223903,0.0744533
44,505152,0.0205309,0.00209646,170.765,0.0244471,0.0779856
45,543904,0.0221388,0.0022534,171.993,0.026703,0.0818006
46,577088,0.023819,0.0023707,172.512,0.0289031,0.0869106
47,615616,0.025109,0.00251703,174.453,0.0311521,0.0953615
48,659648,0.0264723,0.00266625,170,0.0349529,0.101644
49,697856,0.0282705,0.00281613,173.8,0.0369527,0.105584
50,745504,0.0302831,0.00299119,173.721,0.0402674,0.110831
51,787200,0.0319629,0.00315184,175.274,0.0430172,0.115574
52,834112,0.0336415,0.00332184,176.93,0.0460421,0.120569
53,887552,0.0358359,0.00351183,176.102,0.0501322,0.12688
54,938656,0.0385278,0.00369378,177.278,0.0536613,0.137429
55,987968,0.0404291,0.00389939,178.554,0.0571477,0.154087
56,1043840,0.0422953,0.00410415,173.37,0.0633068,0.162574
57,1100032,0.0451238,0.00431616,178.899,0.065814,0.166531
58,1159232,0.0484179,0.00453051,179.248,0.0704327,0.174116
59,1220320,0.0506841,0.00475808,180.569,0.07487,0.18077
60,1287808,0.0530291,0.00498881,181.39,0.0799459,0.194913
61,1352928,0.0560328,0.00523866,181.598,0.0852935,0.205016
62,1416608,0.0594709,0.0054829,184.484,0.0893891,0.212869
63,1489280,0.0622891,0.00574875,185.146,0.0951203,0.220723
64,1556480,0.0650288,0.00600597,184.935,0.101152,0.228931
65,1632960,0.0687656,0.00631715,185.538,0.107407,0.246332
66,1709792,0.0723577,0.00657083,187.007,0.113291,0.267706
67,1788736,0.0754024,0.00686684,186.009,0.120963,0.278469
68,1869760,0.0783818,0.00717513,187.172,0.127535,0.287949
69,1954208,0.0823593,0.00748428,185.592,0.136399,0.300219
70,2040704,0.0866094,0.00779905,184.585,0.145286,0.324107
71,2133504,0.0906418,0.00819094,184.697,0.153925,0.336376
72,2219904,0.0933858,0.00846847,187.598,0.159957,0.356667
73,2315104,0.0980427,0.00881614,185.544,0.170989,0.378858
74,2411904,0.102829,0.00918424,186.854,0.179309,0.393765
75,2511136,0.106671,0.00954738,190.539,0.185549,0.413432
76,2613824,0.110349,0.00993248,193.936,0.192274,0.428589
77,2717952,0.115299,0.0103187,194.065,0.202434,0.442687
78,2825536,0.12086,0.0107096,195.934,0.211143,0.463852
79,2935776,0.124763,0.011121,197.973,0.219904,0.483565
80,3052864,0.1289,0.0115384,201.219,0.227787,0.502984
81,3164960,0.134873,0.0119736,200.492,0.240013,0.537323
82,3284064,0.141007,0.0124329,201.897,0.25036,0.553399
83,3405856,0.14526,0.0128735,202.272,0.262322,0.584274
84,3530048,0.150215,0.0133327,203.602,0.27337,0.607002
85,3658592,0.155773,0.0137944,203.776,0.286441,0.638666
86,3789536,0.162493,0.0142951,205.092,0.298255,0.667139
87,3923552,0.167701,0.0147877,205.711,0.31145,0.698407
88,4062080,0.173067,0.015292,207.999,0.322545,0.719318
89,4204800,0.180064,0.0158309,207.637,0.338229,0.75501
90,4348448,0.187186,0.0163636,207.495,0.353952,0.790094
91,4491264,0.194451,0.0170037,208.331,0.368201,0.829135
92,4641984,0.198962,0.0174704,208.805,0.383853,0.858461
93,4794560,0.210564,0.0181396,209.059,0.400298,0.895939
94,4951200,0.219293,0.0187198,209.505,0.416928,0.93533
95,5114880,0.226668,0.0193123,210.026,0.434162,0.980989
