(0	0	0.000000)
(1	1	0.000000)
(2	2	0.000000)
(3	3	0.000000)
(4	4	0.000000)
(5	5	0.000000)
(6	6	0.000000)
(7	7	0.000000)
(8	8	0.000000)
(9	9	0.000000)
(0	10	0.000000)
(2	11	0.000000)
(4	12	0.000000)
(6	13	0.000000)
(8	14	0.000000)
(10	15	0.000000)
(12	16	0.000000)
(14	17	0.000000)
(16	18	0.000000)
(18	19	0.000000)
(0	0	0.000000)
(3	1	0.000000)
(6	2	0.000000)
(9	3	0.000000)
(12	4	0.000000)
(15	5	0.000000)
(18	6	0.000000)
(21	7	0.000000)
(24	8	0.000000)
(27	9	0.000000)
(0	10	0.000000)
(4	11	0.000000)
(8	12	0.000000)
(12	13	0.000000)
(16	14	0.000000)
(20	15	0.000000)
(24	16	0.000000)
(28	17	0.000000)
(32	18	0.000000)
(36	19	0.000000)
(0	20	0.000000)
(5	21	0.000000)
(10	22	0.000000)
(15	23	0.000000)
(20	24	0.000000)
(25	25	0.000000)
(30	26	0.000000)
(35	27	0.000000)
(40	28	0.000000)
(45	29	0.000000)
(0	10	0.000000)
(6	11	0.000000)
(12	12	0.000000)
(18	13	0.000000)
(24	14	0.000000)
(30	15	0.000000)
(36	16	0.000000)
(42	17	0.000000)
(48	18	0.000000)
(54	19	0.000000)
(0	20	0.000000)
(7	21	0.000000)
(14	22	0.000000)
(21	23	0.000000)
(28	24	0.000000)
(35	25	0.000000)
(42	26	0.000000)
(49	27	0.000000)
(56	28	0.000000)
(63	29	0.000000)
(0	30	0.000000)
(8	31	0.000000)
(16	32	0.000000)
(24	33	0.000000)
(32	34	0.000000)
(40	35	0.000000)
(48	36	0.000000)
(56	37	0.000000)
(64	38	0.000000)
(72	39	0.000000)
(0	20	0.000000)
(9	21	0.000000)
(18	22	0.000000)
(27	23	0.000000)
(36	24	0.000000)
(45	25	0.000000)
(54	26	0.000000)
(63	27	0.000000)
(72	28	0.000000)
(81	29	0.000000)
(0	30	0.000000)
(10	31	0.000000)
(20	32	0.000000)
(30	33	0.000000)
(40	34	0.000000)
(50	35	0.000000)
(60	36	0.000000)
(70	37	0.000000)
(80	38	0.000000)
(90	39	0.000000)
(0	40	0.000000)
(11	41	0.000000)
(22	42	0.000000)
(33	43	0.000000)
(44	44	0.000000)
(55	45	0.000000)
(66	46	0.000000)
(77	47	0.000000)
(88	48	0.000000)
(99	49	0.000000)
(0	30	0.000000)
(12	31	0.000000)
(24	32	0.000000)
(36	33	0.000000)
(48	34	0.000000)
(60	35	0.000000)
(72	36	0.000000)
(84	37	0.000000)
(96	38	0.000000)
(108	39	0.000000)
(0	40	0.000000)
(13	41	0.000000)
(26	42	0.000000)
(39	43	0.000000)
(52	44	0.000000)
(65	45	0.000000)
(78	46	0.000000)
(91	47	0.000000)
(104	48	0.000000)
(117	49	0.000000)
(0	50	0.000000)
(14	51	0.000000)
(28	52	0.000000)
(42	53	0.000000)
(56	54	0.000000)
(70	55	0.000000)
(84	56	0.000000)
(98	57	0.000000)
(112	58	0.000000)
(126	59	0.000000)
(0	40	0.000000)
(15	41	0.000000)
(30	42	0.000000)
(45	43	0.000000)
(60	44	0.000000)
(75	45	0.000000)
(90	46	0.000000)
(105	47	0.000000)
(120	48	0.000000)
(135	49	0.000000)
(0	50	0.000000)
(16	51	0.000000)
(32	52	0.000000)
(48	53	0.000000)
(64	54	0.000000)
(80	55	0.000000)
(96	56	0.000000)
(112	57	0.000000)
(128	58	0.000000)
(144	59	0.000000)
(0	60	0.000000)
(17	61	0.000000)
(34	62	0.000000)
(51	63	0.000000)
(68	64	0.000000)
(85	65	0.000000)
(102	66	0.000000)
(119	67	0.000000)
(136	68	0.000000)
(153	69	0.000000)
(0	50	0.000000)
(18	51	0.000000)
(36	52	0.000000)
(54	53	0.000000)
(72	54	0.000000)
(90	55	0.000000)
(108	56	0.000000)
(126	57	0.000000)
(144	58	0.000000)
(162	59	0.000000)
(0	60	0.000000)
(19	61	0.000000)
(38	62	0.000000)
(57	63	0.000000)
(76	64	0.000000)
(95	65	0.000000)
(114	66	0.000000)
(133	67	0.000000)
(152	68	0.000000)
(171	69	0.000000)
(0	70	0.000000)
(20	71	0.000000)
(40	72	0.000000)
(60	73	0.000000)
(80	74	0.000000)
(100	75	0.000000)
(120	76	0.000000)
(140	77	0.000000)
(160	78	0.000000)
(180	79	0.000000)
(0	60	0.000000)
(21	61	0.000000)
(42	62	0.000000)
(63	63	0.000000)
(84	64	0.000000)
(105	65	0.000000)
(126	66	0.000000)
(147	67	0.000000)
(168	68	0.000000)
(189	69	0.000000)
(0	70	0.000000)
(22	71	0.000000)
(44	72	0.000000)
