(0	0	0	-0.016529)
(0	0	10	0.008264)
(0	2	1	-0.016529)
(0	2	11	0.008264)
(0	4	2	-0.016529)
(0	4	12	0.008264)
(0	6	3	-0.016529)
(0	6	13	0.008264)
(0	8	4	-0.016529)
(0	8	14	0.008264)
(0	10	5	-0.016529)
(0	10	15	0.008264)
(0	12	6	-0.016529)
(0	12	16	0.008264)
(0	14	7	-0.016529)
(0	14	17	0.008264)
(0	16	8	-0.016529)
(0	16	18	0.008264)
(0	18	9	-0.016529)
(0	18	19	0.008264)
(0	20	0	0.008264)
(0	20	10	-0.016529)
(0	20	20	0.008264)
(2	23	1	0.008264)
(2	23	11	-0.016529)
(2	23	21	0.008264)
(4	26	2	0.008264)
(4	26	12	-0.016529)
(4	26	22	0.008264)
(6	29	3	0.008264)
(6	29	13	-0.016529)
(6	29	23	0.008264)
(8	32	4	0.008264)
(8	32	14	-0.016529)
(8	32	24	0.008264)
(10	35	5	0.008264)
(10	35	15	-0.016529)
(10	35	25	0.008264)
(12	38	6	0.008264)
(12	38	16	-0.016529)
(12	38	26	0.008264)
(14	41	7	0.008264)
(14	41	17	-0.016529)
(14	41	27	0.008264)
(16	44	8	0.008264)
(16	44	18	-0.016529)
(16	44	28	0.008264)
(18	47	9	0.008264)
(18	47	19	-0.016529)
(18	47	29	0.008264)
(0	50	10	0.008264)
(0	50	20	-0.016529)
(0	50	30	0.008264)
(5	53	11	0.008264)
(5	53	21	-0.016529)
(5	53	31	0.008264)
(10	56	12	0.008264)
(10	56	22	-0.016529)
(10	56	32	0.008264)
(15	59	13	0.008264)
(15	59	23	-0.016529)
(15	59	33	0.008264)
(20	62	14	0.008264)
(20	62	24	-0.016529)
(20	62	34	0.008264)
(25	65	15	0.008264)
(25	65	25	-0.016529)
(25	65	35	0.008264)
(30	68	16	0.008264)
(30	68	26	-0.016529)
(30	68	36	0.008264)
(35	71	17	0.008264)
(35	71	27	-0.016529)
(35	71	37	0.008264)
(40	74	18	0.008264)
(40	74	28	-0.016529)
(40	74	38	0.008264)
(45	77	19	0.008264)
(45	77	29	-0.016529)
(45	77	39	0.008264)
(0	80	20	0.008264)
(0	80	30	-0.016529)
(0	80	40	0.008264)
(8	83	21	0.008264)
(8	83	31	-0.016529)
(8	83	41	0.008264)
(16	86	22	0.008264)
(16	86	32	-0.016529)
(16	86	42	0.008264)
(24	89	23	0.008264)
(24	89	33	-0.016529)
(24	89	43	0.008264)
(32	92	24	0.008264)
(32	92	34	-0.016529)
(32	92	44	0.008264)
(40	95	25	0.008264)
(40	95	35	-0.016529)
(40	95	45	0.008264)
(48	98	26	0.008264)
(48	98	36	-0.016529)
(48	98	46	0.008264)
(56	101	27	0.008264)
(56	101	37	-0.016529)
(56	101	47	0.008264)
(64	104	28	0.008264)
(64	104	38	-0.016529)
(64	104	48	0.008264)
(72	107	29	0.008264)
(72	107	39	-0.016529)
(72	107	49	0.008264)
(0	110	30	0.008264)
(0	110	40	-0.016529)
(0	110	50	0.008264)
(11	113	31	0.008264)
(11	113	41	-0.016529)
(11	113	51	0.008264)
(22	116	32	0.008264)
(22	116	42	-0.016529)
(22	116	52	0.008264)
(33	119	33	0.008264)
(33	119	43	-0.016529)
(33	119	53	0.008264)
(44	122	34	0.008264)
(44	122	44	-0.016529)
(44	122	54	0.008264)
(55	125	35	0.008264)
(55	125	45	-0.016529)
(55	125	55	0.008264)
(66	128	36	0.008264)
(66	128	46	-0.016529)
(66	128	56	0.008264)
(77	131	37	0.008264)
(77	131	47	-0.016529)
(77	131	57	0.008264)
(88	134	38	0.008264)
(88	134	48	-0.016529)
(88	134	58	0.008264)
(99	137	39	0.008264)
(99	137	49	-0.016529)
(99	137	59	0.008264)
(0	140	40	0.008264)
(0	140	50	-0.016529)
(0	140	60	0.008264)
(14	143	41	0.008264)
(14	143	51	-0.016529)
(14	143	61	0.008264)
(28	146	42	0.008264)
(28	146	52	-0.016529)
(28	146	62	0.008264)
(42	149	43	0.008264)
(42	149	53	-0.016529)
(42	149	63	0.008264)
(56	152	44	0.008264)
(56	152	54	-0.016529)
(56	152	64	0.008264)
(70	155	45	0.008264)
(70	155	55	-0.016529)
(70	155	65	0.008264)
(84	158	46	0.008264)
(84	158	56	-0.016529)
(84	158	66	0.008264)
(98	161	47	0.008264)
(98	161	57	-0.016529)
(98	161	67	0.008264)
(112	164	48	0.008264)
(112	164	58	-0.016529)
(112	164	68	0.008264)
(126	167	49	0.008264)
(126	167	59	-0.016529)
(126	167	69	0.008264)
(0	170	50	0.008264)
(0	170	60	-0.016529)
(0	170	70	0.008264)
(17	173	51	0.008264)
(17	173	61	-0.016529)
(17	173	71	0.008264)
(34	176	52	0.008264)
(34	176	62	-0.016529)
(34	176	72	0.008264)
(51	179	53	0.008264)
(51	179	63	-0.016529)
(51	179	73	0.008264)
(68	182	54	0.008264)
(68	182	64	-0.016529)
(68	182	74	0.008264)
(85	185	55	0.008264)
(85	185	65	-0.016529)
(85	185	75	0.008264)
(102	188	56	0.008264)
(102	188	66	-0.016529)
(102	188	76	0.008264)
(119	191	57	0.008264)
(119	191	67	-0.016529)
(119	191	77	0.008264)
(136	194	58	0.008264)
(136	194	68	-0.016529)
(136	194	78	0.008264)
(153	197	59	0.008264)
(153	197	69	-0.016529)
(153	197	79	0.008264)
(0	200	60	0.008264)
(0	200	70	-0.016529)
(0	200	80	0.008264)
(20	203	61	0.008264)
(20	203	71	-0.016529)
(20	203	81	0.008264)
(40	206	62	0.008264)
(40	206	72	-0.016529)
(40	206	82	0.008264)
(60	209	63	0.008264)
(60	209	73	-0.016529)
(60	209	83	0.008264)
(80	212	64	0.008264)
(80	212	74	-0.016529)
(80	212	84	0.008264)
(100	215	65	0.008264)
(100	215	75	-0.016529)
(100	215	85	0.008264)
(120	218	66	0.008264)
(120	218	76	-0.016529)
(120	218	86	0.008264)
(140	221	67	0.008264)
(140	221	77	-0.016529)
(140	221	87	0.008264)
(160	224	68	0.008264)
(160	224	78	-0.016529)
(160	224	88	0.008264)
(180	227	69	0.008264)
(180	227	79	-0.016529)
(180	227	89	0.008264)
(0	230	70	0.008264)
(0	230	80	-0.016529)
(0	230	90	0.008264)
(23	233	71	0.008264)
(23	233	81	-0.016529)
(23	233	91	0.008264)
(46	236	72	0.008264)
(46	236	82	-0.016529)
(46	236	92	0.008264)
(69	239	73	0.008264)
(69	239	83	-0.016529)
(69	239	93	0.008264)
(92	242	74	0.008264)
(92	242	84	-0.016529)
(92	242	94	0.008264)
(115	245	75	0.008264)
(115	245	85	-0.016529)
(115	245	95	0.008264)
(138	248	76	0.008264)
(138	248	86	-0.016529)
(138	248	96	0.008264)
(161	251	77	0.008264)
(161	251	87	-0.016529)
(161	251	97	0.008264)
(184	254	78	0.008264)
(184	254	88	-0.016529)
(184	254	98	0.008264)
(207	257	79	0.008264)
(207	257	89	-0.016529)
(207	257	99	0.008264)
(0	260	80	0.008264)
(0	260	90	-0.016529)
(26	262	81	0.008264)
(26	262	91	-0.016529)
(52	264	82	0.008264)
(52	264	92	-0.016529)
(78	266	83	0.008264)
(78	266	93	-0.016529)
(104	268	84	0.008264)
(104	268	94	-0.016529)
(130	270	85	0.008264)
(130	270	95	-0.016529)
(156	272	86	0.008264)
(156	272	96	-0.016529)
(182	274	87	0.008264)
(182	274	97	-0.016529)
(208	276	88	0.008264)
(208	276	98	-0.016529)
(234	278	89	0.008264)
(234	278	99	-0.016529)
Row:	Col:	Val:
(0	0	-0.016529)
(0	10	0.008264)
(2	1	-0.016529)
(2	11	0.008264)
(4	2	-0.016529)
(4	12	0.008264)
(6	3	-0.016529)
(6	13	0.008264)
(8	4	-0.016529)
(8	14	0.008264)
(10	5	-0.016529)
(10	15	0.008264)
(12	6	-0.016529)
(12	16	0.008264)
(14	7	-0.016529)
(14	17	0.008264)
(16	8	-0.016529)
(16	18	0.008264)
(18	9	-0.016529)
(18	19	0.008264)
(20	0	0.008264)
(20	10	-0.016529)
(20	20	0.008264)
(23	1	0.008264)
(23	11	-0.016529)
(23	21	0.008264)
(26	2	0.008264)
(26	12	-0.016529)
(26	22	0.008264)
(29	3	0.008264)
(29	13	-0.016529)
(29	23	0.008264)
(32	0	0.000000)
(32	2	0.000000)
(32	4	0.000000)
(35	6	0.000000)
(35	8	0.000000)
(35	10	0.000000)
(38	12	0.000000)
(38	14	0.000000)
(38	16	0.000000)
(41	18	0.000000)
(41	20	0.000000)
(41	23	0.000000)
(44	26	0.000000)
(44	29	0.000000)
(44	32	0.000000)
(47	35	0.000000)
(47	38	0.000000)
(47	41	0.000000)
(50	44	0.000000)
(50	47	0.000000)
(50	50	0.000000)
(53	53	0.000000)
(53	56	0.000000)
(53	59	0.000000)
(56	62	0.000000)
(56	65	0.000000)
(56	68	0.000000)
(59	71	0.000000)
(59	74	0.000000)
(59	77	0.000000)
(62	80	0.000000)
(62	83	0.000000)
(62	86	0.000000)
(65	89	0.000000)
(65	92	0.000000)
(65	95	0.000000)
(68	98	0.000000)
(68	101	0.000000)
(68	104	0.000000)
(71	107	0.000000)
(71	110	0.000000)
(71	113	0.000000)
(74	116	0.000000)
(74	119	0.000000)
(74	122	0.000000)
(77	125	0.000000)
(77	128	0.000000)
(77	131	0.000000)
(80	134	0.000000)
(80	137	0.000000)
(80	140	0.000000)
(83	143	0.000000)
(83	146	0.000000)
(83	149	0.000000)
(86	152	0.000000)
(86	155	0.000000)
(86	158	0.000000)
(89	161	0.000000)
(89	164	0.000000)
(89	167	0.000000)
(92	170	0.000000)
(92	173	0.000000)
(92	176	0.000000)
(95	179	0.000000)
(95	182	0.000000)
(95	185	0.000000)
(98	188	0.000000)
(98	191	0.000000)
(98	194	0.000000)
(101	197	0.000000)
(101	200	0.000000)
(101	203	0.000000)
(104	206	0.000000)
(104	209	0.000000)
(104	212	0.000000)
(107	215	0.000000)
(107	218	0.000000)
(107	221	0.000000)
(110	224	0.000000)
(110	227	0.000000)
(110	230	0.000000)
(113	233	0.000000)
(113	236	0.000000)
(113	239	0.000000)
(116	242	0.000000)
(116	245	0.000000)
(116	248	0.000000)
(119	251	0.000000)
(119	254	0.000000)
(119	257	0.000000)
(122	260	0.000000)
(122	262	0.000000)
(122	264	0.000000)
(125	266	0.000000)
(125	268	0.000000)
(125	270	0.000000)
(128	272	0.000000)
(128	274	0.000000)
(128	276	0.000000)
(131	278	0.000000)
(131	280	0.000000)
(131	57	0.000000)
(134	38	0.000000)
(134	48	0.000000)
(134	58	0.000000)
(137	39	0.000000)
(137	49	0.000000)
(137	59	0.000000)
(140	40	0.000000)
(140	50	0.000000)
(140	60	0.000000)
(143	41	0.000000)
(143	51	0.000000)
(143	61	0.000000)
(146	42	0.000000)
(146	52	0.000000)
(146	62	0.000000)
(149	43	0.000000)
(149	53	0.000000)
(149	63	0.000000)
(152	44	0.000000)
(152	54	0.000000)
(152	64	0.000000)
(155	45	0.000000)
(155	55	0.000000)
(155	65	0.000000)
(158	46	0.000000)
(158	56	0.000000)
(158	66	0.000000)
(161	47	0.000000)
(161	57	0.000000)
(161	67	0.000000)
(164	48	0.000000)
(164	58	0.000000)
(164	68	0.000000)
(167	49	0.000000)
(167	59	0.000000)
(167	69	0.000000)
(170	50	0.000000)
(170	60	0.000000)
(170	70	0.000000)
(173	51	0.000000)
(173	61	0.000000)
(173	71	0.000000)
(176	52	0.000000)
(176	62	0.000000)
(176	72	0.000000)
(179	53	0.000000)
(179	63	0.000000)
(179	73	0.000000)
(182	54	0.008264)
(182	64	-0.016529)
(182	74	0.008264)
(185	55	0.008264)
(185	65	-0.016529)
(185	75	0.008264)
(188	56	0.008264)
(188	66	-0.016529)
(188	76	0.008264)
(191	57	0.008264)
(191	67	-0.016529)
(191	77	0.008264)
(194	58	0.008264)
(194	68	-0.016529)
(194	78	0.008264)
(197	59	0.008264)
(197	69	-0.016529)
(197	79	0.008264)
(200	60	0.008264)
(200	70	-0.016529)
(200	80	0.008264)
(203	61	0.008264)
(203	71	-0.016529)
(203	81	0.008264)
(206	62	0.008264)
(206	72	-0.016529)
(206	82	0.008264)
(209	63	0.008264)
(209	73	-0.016529)
(209	83	0.008264)
(212	64	0.008264)
(212	74	-0.016529)
(212	84	0.008264)
(215	65	0.008264)
(215	75	-0.016529)
(215	85	0.008264)
(218	66	0.008264)
(218	76	-0.016529)
(218	86	0.008264)
(221	67	0.008264)
(221	77	-0.016529)
(221	87	0.008264)
(224	68	0.008264)
(224	78	-0.016529)
(224	88	0.008264)
(227	69	0.008264)
(227	79	-0.016529)
(227	89	0.008264)
(230	70	0.008264)
(230	80	-0.016529)
(230	90	0.008264)
(233	71	0.008264)
(233	81	-0.016529)
(233	91	0.008264)
(236	72	0.008264)
(236	82	-0.016529)
(236	92	0.008264)
(239	73	0.008264)
(239	83	-0.016529)
(239	93	0.008264)
(242	74	0.008264)
(242	84	-0.016529)
(242	94	0.008264)
(245	75	0.008264)
(245	85	-0.016529)
(245	95	0.008264)
(248	76	0.008264)
(248	86	-0.016529)
(248	96	0.008264)
(251	77	0.008264)
(251	87	-0.016529)
(251	97	0.008264)
(254	78	0.008264)
(254	88	-0.016529)
(254	98	0.008264)
(257	79	0.008264)
(257	89	-0.016529)
(257	99	0.008264)
(260	80	0.008264)
(260	90	-0.016529)
(262	81	0.008264)
(262	91	-0.016529)
(264	82	0.008264)
(264	92	-0.016529)
(266	83	0.008264)
(266	93	-0.016529)
(268	84	0.008264)
(268	94	-0.016529)
(270	85	0.008264)
(270	95	-0.016529)
(272	86	0.008264)
(272	96	-0.016529)
(274	87	0.008264)
(274	97	-0.016529)
(276	88	0.008264)
(276	98	-0.016529)
(278	89	0.008264)
(278	99	-0.016529)
*** Error in `./main': double free or corruption (!prev): 0x00000000023f4ff0 ***
/var/spool/slurmd/job8495078/slurm_script: line 12:  6079 Segmentation fault      (core dumped) ./main
