200	60	0.008264
203	61	0.008264
206	62	0.008264
209	63	0.008264
212	64	0.008264
215	65	0.008264
218	66	0.008264
221	67	0.008264
224	68	0.008264
227	69	0.008264
80	20	0.008264
83	21	0.008264
86	22	0.008264
89	23	0.008264
92	24	0.008264
95	25	0.008264
98	26	0.008264
101	27	0.008264
104	28	0.008264
107	29	0.008264
170	50	0.008264
173	51	0.008264
176	52	0.008264
179	53	0.008264
182	54	0.008264
185	55	0.008264
188	56	0.008264
191	57	0.008264
194	58	0.008264
197	59	0.008264
50	10	0.008264
53	11	0.008264
56	12	0.008264
59	13	0.008264
62	14	0.008264
65	15	0.008264
68	16	0.008264
71	17	0.008264
74	18	0.008264
77	19	0.008264
110	30	0.008264
113	31	0.008264
116	32	0.008264
119	33	0.008264
122	34	0.008264
125	35	0.008264
128	36	0.008264
131	37	0.008264
134	38	0.008264
137	39	0.008264
20	0	0.008264
23	1	0.008264
26	2	0.008264
29	3	0.008264
32	4	0.008264
35	5	0.008264
38	6	0.008264
41	7	0.008264
44	8	0.008264
47	9	0.008264
0	0	-0.016529
2	1	-0.016529
4	2	-0.016529
6	3	-0.016529
8	4	-0.016529
10	5	-0.016529
12	6	-0.016529
14	7	-0.016529
16	8	-0.016529
18	9	-0.016529
260	80	0.008264
262	81	0.008264
264	82	0.008264
266	83	0.008264
268	84	0.008264
270	85	0.008264
272	86	0.008264
274	87	0.008264
276	88	0.008264
278	89	0.008264
140	40	0.008264
143	41	0.008264
146	42	0.008264
149	43	0.008264
152	44	0.008264
155	45	0.008264
158	46	0.008264
161	47	0.008264
164	48	0.008264
167	49	0.008264
230	70	0.008264
233	71	0.008264
236	72	0.008264
239	73	0.008264
242	74	0.008264
245	75	0.008264
248	76	0.008264
251	77	0.008264
254	78	0.008264
257	79	0.008264
200	70	-0.016529
203	71	-0.016529
206	72	-0.016529
209	73	-0.016529
212	74	-0.016529
215	75	-0.016529
218	76	-0.016529
221	77	-0.016529
224	78	-0.016529
227	79	-0.016529
260	90	-0.016529
262	91	-0.016529
264	92	-0.016529
266	93	-0.016529
268	94	-0.016529
270	95	-0.016529
272	96	-0.016529
274	97	-0.016529
276	98	-0.016529
278	99	-0.016529
80	30	-0.016529
83	31	-0.016529
86	32	-0.016529
89	33	-0.016529
