10,5599,0.000759563, 2.5421e-05,5.611e-06,8.8384e-05,0.00013167,0.000195496,0.2178880.147826
11,7496,0.00113767, 2.6131e-05,5.873e-06,0.000153718,0.000263812,0.00031419,0.3357580.140679
12,9785,0.000892358, 2.5603e-05,5.572e-06,7.5115e-05,0.000141047,0.000199996,0.4518550.148274
13,12499,0.000876747, 2.4386e-05,5.866e-06,0.000184696,0.000292211,0.000413495,0.7422880.124484
14,15674,0.000981913, 1.9401e-05,4.14e-06,0.000166609,0.000325351,0.000435059,0.9341410.1332
15,19342,0.00116836, 2.5307e-05,5.547e-06,0.000170054,0.00032369,0.000472146,1.227450.133713
16,23541,0.00132732, 2.468e-05,6.908e-06,0.000189338,0.000364581,0.000530163,1.586470.134031
17,28307,0.00156241, 2.4508e-05,5.678e-06,0.000220043,0.000338046,0.000549431,2.006040.135183
18,33677,0.00181442, 2.6518e-05,5.5e-06,0.000177503,0.000346882,0.000492181,2.564330.133002
19,39686,0.00203374, 2.6352e-05,5.917e-06,0.000221377,0.000397858,0.00095022,3.088240.13718
20,46368,0.00227837, 2.5601e-05,6.201e-06,0.00176904,0.00324023,0.00603241,25.66310.0202773
21,53763,0.00259849, 2.5843e-05,5.527e-06,0.000184257,0.000328914,0.000516613,4.710180.13435
22,61907,0.002996, 2.5215e-05,5.454e-06,0.000280451,0.000470724,0.000686987,5.539240.137665
23,70835,0.00335569, 2.5774e-05,5.866e-06,0.000247765,0.000499098,0.000729629,6.782920.134353
24,80582,0.00367811, 2.5401e-05,5.567e-06,0.00211119,0.00427837,0.00695113,44.62570.0242196
25,91186,0.00430547, 3.1991e-05,5.749e-06,0.00215258,0.00402845,0.00719075,51.28460.0248213
26,102684,0.0046759, 2.5955e-05,5.733e-06,0.000276329,0.000539454,0.00081661,10.95640.135961
27,115109,0.00517559, 2.1181e-05,4.254e-06,0.000269841,0.000563445,0.000810955,13.01780.133116
28,128503,0.0057641, 2.8777e-05,1.2087e-05,0.000280891,0.000579254,0.000843374,15.18060.132061
29,142899,0.00639433, 3.7261e-05,1.2438e-05,0.000309082,0.000632524,0.000890299,16.76470.137639
30,158319,0.00718697, 2.8255e-05,1.2034e-05,0.000209318,0.000429447,0.000691112,20.68830.127762
31,174842,0.00767305, 2.857e-05,5.702e-06,0.0027179,0.00503528,0.00922373,82.99530.0363202
32,192467,0.00916248, 2.9292e-05,5.768e-06,0.00269706,0.00531618,0.00903045,87.13740.0392871
33,211200,0.00995939, 2.9086e-05,1.2393e-05,0.000344555,0.000658803,0.00103239,28.02610.138172
34,231161,0.0102169, 3.3191e-05,1.2187e-05,0.0029465,0.00548559,0.00982326,109.3360.0399183
35,252296,0.0108951, 3.343e-05,6.153e-06,0.00305096,0.00567159,0.0104348,104.4230.0469417
36,274718,0.01184, 3.0961e-05,1.1688e-05,0.00269561,0.0050233,0.00901785,108.480.0505854
37,298236,0.0127288, 2.4909e-05,9.008e-06,0.00247017,0.00460846,0.00825989,109.6480.0558424
38,323422,0.0139474, 2.6549e-05,8.98e-06,0.000214691,0.000399471,0.000643648,50.60080.134669
39,349797,0.0148493, 2.5382e-05,9.067e-06,0.00256529,0.00484029,0.00861935,129.5530.0583661
40,377593,0.0158048, 2.5343e-05,8.973e-06,0.00265815,0.00498374,0.00873924,127.560.0656049
41,406761,0.0171899, 2.5881e-05,9.443e-06,0.00270121,0.00510456,0.0090501,135.1860.0683373
42,437359,0.0187085, 2.6e-05,9.246e-06,0.00284584,0.0053306,0.00973228,138.6360.0733846
43,469640,0.0197711, 2.6043e-05,9.325e-06,0.00298874,0.00571464,0.0100546,139.5090.080137
44,503303,0.0208279, 2.6191e-05,9.078e-06,0.0030371,0.00562657,0.0101082,144.6690.0847284
45,538596,0.0224917, 2.6206e-05,9.072e-06,0.00298077,0.00555926,0.0103454,139.4060.0962069
46,575551,0.0241902, 2.6039e-05,9.373e-06,0.00319328,0.00602318,0.0105975,145.8070.100449
47,614096,0.0302122, 2.6204e-05,9.524e-06,0.00323188,0.00608921,0.0109121,142.1470.112301
48,654330,0.031194, 2.5567e-05,9.268e-06,0.00325712,0.00604766,0.0109079,151.7150.114473
49,696284,0.0290142, 2.5965e-05,9.348e-06,0.00322372,0.00606849,0.0107564,157.1910.119995
50,739999,0.0307561, 2.6474e-05,9.144e-06,0.00342985,0.00643156,0.0114272,161.5790.126571
51,785400,0.0325963, 2.6381e-05,9.225e-06,0.00340797,0.00632861,0.0113284,168.9910.131001
52,832831,0.0342396, 2.6317e-05,9.163e-06,0.00346525,0.00646572,0.0117548,170.2240.140572
53,881911,0.0364157, 2.6141e-05,9.245e-06,0.00351556,0.00671756,0.011869,164.5410.156945
54,933191,0.0388867, 2.5691e-05,9.403e-06,0.00377662,0.0070216,0.0124425,170.6440.163102
