108,7511615,0.335067,2.8354e-05,193.423,2.30642
109,7722649,0.343194,2.8415e-05,193.862,2.38766
110,7937599,0.354854,2.8379e-05,194.092,2.4736
111,8156501,0.36347,2.8915e-05,194.389,2.5609
112,8379391,0.372669,2.8491e-05,194.055,2.65905
113,8606297,0.384376,2.8932e-05,194.748,2.74554
114,8837247,0.396791,2.8508e-05,195.372,2.83498
115,9072349,0.406841,2.8403e-05,195.023,2.94106
116,9311551,0.416452,2.8072e-05,194.955,3.04582
117,9554921,0.428627,2.8226e-05,194.263,3.16349
118,9802491,0.442421,2.8569e-05,194.622,3.26704
119,10054245,0.452379,2.7884e-05,195.172,3.36972
120,10310371,0.463345,2.8435e-05,195.041,3.4868
121,10570815,0.476405,2.8243e-05,194.848,3.60811
122,10835551,0.490966,2.8916e-05,194.806,3.72973
123,11104685,0.50564,2.8215e-05,195.137,3.84705
124,11378159,0.51764,2.854e-05,194.847,3.97965
