110,7937599,0.352924,9.239e-06,184.138,1.71281
111,8156501,0.36135,8.001e-06,184.16,1.77578
112,8379391,0.370698,7.157e-06,184.655,1.83575
113,8606305,0.380018,7.573e-06,183.709,1.91203
114,8837279,0.391978,7.435e-06,183.925,1.97835
115,9072349,0.401134,7.569e-06,183.907,2.04892
116,9311551,0.411214,7.405e-06,183.556,2.12523
117,9554921,0.423477,7.713e-06,183.868,2.19579
118,9802495,0.436297,7.719e-06,183.968,2.27063
119,10054309,0.446439,7.377e-06,183.824,2.35048
120,10310399,0.457134,7.599e-06,184.438,2.42245
121,10570801,0.469878,7.585e-06,183.845,2.51234
122,10835551,0.483986,7.678e-06,184.167,2.59194
123,11104677,0.495328,7.22e-06,184.202,2.67752
124,11378239,0.506961,7.86e-06,184.244,2.76508
